78964,89378,89084
72239,36090,92417
61113,2662,7944
15235,83978,16437
19236,19082,80442
33675,81171,65840
64109,55486,17208
58047,61889,60933
96665,95123,27843
44402,44510,22948
95780,98512,60835
67170,58034,14837
18878,15786,86132
63786,71137,60195
10011,83740,99172
5809,57080,10622
2438,20604,83351
85748,57982,33042
45250,10486,57724
7439,3288,59631
69146,86014,84809
5794,83777,71087
81363,48532,44453
39565,12305,34555
45428,4380,46996
18759,10854,15746
66964,65655,98271
89060,41661,62507
79814,48453,38785
90137,98988,36128
45647,26203,23810
90752,21501,85365
44881,84607,63687
97994,41426,2776
60460,6203,39799
80105,30223,95511
62239,97627,46471
60146,42311,1830
7678,18082,15314
2897,95804,91821
63805,44755,41828
66414,61099,16197
73880,36339,49135
92237,7210,87143
65484,94561,65529
686,90503,33587
22470,69623,76899
19581,68272,97700
96459,91019,40664
8046,52610,22844
86733,88100,62196
20861,22749,43183
68727,39537,36062
82636,64799,44988
83825,14995,39974
82013,20173,18640
37633,50265,61204
89810,69840,89631
36634,53078,61774
66053,90922,73990
49569,16418,74192
7667,49186,92890
95101,89695,25238
63840,11226,60700
82296,9041,76351
67829,56243,52445
93804,4929,17697
25846,87414,8198
95602,53149,70593
81192,57863,97686
94351,67610,32769
66650,88461,53426
44136,17838,79762
62897,52983,47727
7502,12279,26617
47629,38912,17702
83752,20124,77004
81760,22218,33039
6092,39466,18631
17259,25031,56190
80796,60240,11150
86118,31242,14183
53338,13158,41104
89581,6834,70793
18372,87007,96733
32298,73236,86111
26456,57264,39954
47450,1320,99387
72347,33996,28342
18828,55899,52193
99638,90605,89536
82027,58649,68990
94985,79425,12388
12753,60208,17929
17335,23595,29386
98259,86139,21804
17559,10258,43417
20927,69927,30594
84457,54385,59489
88460,45147,8828
41807,19607,85766
84594,70882,53988
88303,6036,48236
74175,5576,62027
90021,28365,21529
58682,80354,54373
52860,95983,47863
47731,61514,42342
85792,99583,50872
25507,1951,7616
82764,4974,65344
77840,1172,55248
32930,46527,56803
6798,27507,52672
46307,43121,70963
32500,63892,89398
94000,22038,91395
97272,71772,82780
56696,98222,15881
82847,77740,77113
67591,3632,89762
90193,29513,14137
62652,95979,77045
84550,41340,81285
54400,52124,48837
91465,69726,19223
44726,27674,10749
51188,23941,63526
46240,54125,15219
88477,13672,86208
16320,80188,12509
84923,5703,88125
83023,53812,46572
15999,98360,30709
49011,82023,93169
72676,56086,19337
94702,16560,48402
30477,75303,66396
23602,1285,61046
86053,58870,2690
76499,36333,38712
928,85721,47109
61460,65231,74251
96382,87276,9850
64778,26849,70358
57442,43064,46833
17844,31985,2432
74228,28257,20090
70486,10231,510
14101,25814,2723
39337,22908,24023
38629,60009,6903
49878,9668,61184
31737,77461,28634
63401,7046,24492
43654,27054,66586
15430,48339,69354
86335,45071,16904
98121,28222,48345
88550,822,35962
10539,75652,51703
12777,86458,99603
85824,40812,67979
48306,95898,91408
41297,64657,22068
51762,92028,88502
63723,5158,45576
90509,60303,42282
8868,18185,80493
13937,8526,67768
68615,19775,89633
54435,17098,42990
52585,63667,35228
11801,6115,73024
38748,90147,9533
62832,90972,62626
62799,21520,33916
92882,89408,64010
84191,56542,93659
45259,61352,5425
73909,74056,20668
30942,39494,30639
84479,3077,27507
14398,89059,54364
2215,1886,71876
13419,64101,69759
28364,22567,6170
29839,30201,72210
54832,64101,58096
69103,83383,24277
1608,15585,13516
44512,84135,96001
39572,84919,1565
49506,50189,90250
13640,4829,50822
80490,94953,82507
40371,41154,60914
48761,87045,10061
8423,68338,17915
57319,2825,32238
57601,76426,55197
81451,62673,80268
47115,56362,26970
67334,4889,40133
20753,64725,9873
45409,53875,97151
65337,99602,64707
89682,59475,92642
65972,8919,56083
60561,73817,37626
73465,32105,94043
74711,43819,77439
90451,51571,72098
77102,54551,60853
79018,4961,87540
40988,37729,65843
87504,43776,19880
91706,64281,9764
2736,19998,27754
72147,54867,14960
72490,22005,90316
52921,12167,71429
38310,52419,64366
4795,22320,60853
2560,78086,34897
3239,43946,10944
66135,92610,34852
72445,28372,3378
99158,29316,78754
21137,88581,51552
87317,28401,89136
35505,20216,33718
7727,46361,96655
40622,62340,21418
50992,16761,93763
41198,57333,16884
85008,28759,98240
35721,34904,97702
28630,88296,66646
38457,74397,1144
31682,20286,37636
33884,79439,35751
58256,67672,28366
25654,8653,96370
81935,78955,3434
34521,62110,95039
71630,30235,73770
48846,22077,3088
97331,94540,93221
49663,27907,45161
2660,205,21483
46322,36638,17201
69554,26893,59895
94013,40222,21414
97202,2641,96853
63836,82086,13504
24896,3474,79357
46129,67408,78289
36620,32475,33359
42096,77835,79420
6841,7865,17876
94010,46290,74138
841,94930,30867
13018,73452,32516
35542,41997,26250
3451,10698,86239
24423,96939,8453
78906,13255,88314
53119,93737,3223
91025,52638,63039
1286,46307,11227
95029,68824,24245
39481,64598,15692
22995,10561,31326
23011,65359,10072
57997,46883,43747
61198,77350,95024
61291,40179,43785
72736,72458,92365
76144,8681,7162
82736,26139,21658
39725,9146,29218
43040,12946,51150
20711,82871,91623
32784,8972,29008
60937,31082,2507
5762,82882,10138
17117,32732,9851
69821,83388,89523
36338,81287,15086
39763,57120,20507
29621,12758,29120
84141,66669,5563
92169,77278,77724
7481,55136,43296
44944,75895,64090
76230,82763,2844
30753,24533,20468
9293,56067,91439
12205,25271,55932
36014,65824,52974
5811,25341,80627
43762,16651,22575
82755,33522,36399
78379,5780,91819
16091,30482,82459
24035,65123,84141
54910,80718,51854
16586,27059,40671
39296,13052,41757
42785,14370,38033
70822,3150,7449
80242,29235,7907
67724,86497,23403
66225,71932,41364
90603,21651,88260
24382,94182,92057
84681,23847,82793
59192,78612,39509
66750,87083,41728
20547,89533,75657
45242,59519,95594
71183,4024,67699
99111,60554,26072
57541,13317,81828
22260,39785,91786
31640,81468,36647
85940,41370,71534
20136,25310,11848
16640,2189,56384
31749,8142,48056
23475,81866,86385
18328,71681,27646
45157,697,92262
90475,44191,97876
98270,36444,6143
41126,10901,34937
36826,93073,91451
81375,56994,52747
71038,94543,12878
38929,85,42839
34803,84663,66224
11838,9060,50566
55636,42096,89587
52570,66028,68079
1689,91240,15910
11438,29826,75421
44384,92213,62353
8716,8073,45390
15979,79376,70122
75882,36624,84268
43066,68639,77494
67436,9146,40953
72518,50754,54026
88105,38307,35683
32360,20604,61508
14043,45070,18946
23394,15204,71189
70147,18995,55579
23559,87263,84716
32523,13422,19615
23464,2884,28963
15905,28694,10784
86104,16514,53964
29542,64457,93977
49335,78929,29355
84250,14049,86558
83613,15581,71266
16778,25201,39360
7021,72885,83839
48706,85090,40155
8938,69010,32082
24557,10672,61426
13892,22150,57015
69157,3905,39031
82599,89179,84132
54071,15056,83281
59173,54192,4779
74346,86835,72824
2412,61816,2826
69925,51810,47315
5622,20211,5494
83177,63966,34241
64708,46798,57046
54029,51157,38728
76885,15649,25245
96464,35655,897
33522,86060,76112
48816,42047,64759
81245,26331,52874
17664,96111,71478
7143,35305,89091
98920,13684,75330
96003,67181,59084
6382,65183,42311
20252,64597,87627
90622,19369,19713
88048,1214,3159
88054,31254,80198
52526,91165,76307
95850,7411,21538
77465,55820,37105
78945,76815,2967
74094,3020,75971
59134,24695,78483
82132,80954,51309
90444,42545,18016
7212,77460,57987
51662,77318,71785
73822,7500,8844
39269,11558,62091
89089,78310,26326
35303,68403,8695
59540,75456,22782
80225,49726,61408
82988,89237,33481
96658,70352,17377
32141,67650,85368
27166,93732,69455
40849,69566,80853
95461,65832,59469
28297,49341,29515
90034,90040,84997
65741,4018,21902
38379,52451,60572
82633,8229,77843
19217,68134,85899
51814,51941,65028
99336,92411,96806
48194,21665,23003
78123,86716,50749
67162,49610,31916
19115,81019,17158
65047,72087,43051
80307,89235,10650
50856,98778,76406
40675,95007,58846
74185,84799,79017
39587,46879,81723
89130,80682,58095
31189,41079,40253
97802,3899,16059
25843,43801,63349
63669,45981,14598
81709,83959,89664
88510,41717,88321
11487,10909,19996
84013,10048,99354
39580,79369,4741
54286,57768,86252
73231,42754,43241
18366,29964,4539
68754,84282,40316
26364,54370,33502
49659,91346,94230
83680,154,70685
67258,84038,37908
23858,43,20753
20737,86343,26621
57000,2735,81723
84242,5852,40819
74009,84374,74292
8608,16295,52813
49049,72212,65213
73371,43592,41190
11707,63419,87456
15606,82304,71216
45858,50116,6267
14332,86332,76276
70982,99303,12917
97138,65926,40839
76830,36012,64877
47524,86520,95379
18239,49629,29116
73203,21467,88530
58065,68177,55189
24969,2729,54794
9988,20782,71394
14967,80630,4923
6238,3377,1071
13612,62086,66819
51214,52301,40914
74520,36398,56632
28483,91854,20210
57987,59519,57636
71824,38748,50042
12329,58380,46835
28989,46380,21435
47427,42544,36462
22509,97455,29993
17487,13798,70230
47935,5959,19486
63279,60331,70634
86125,77594,57617
41202,8515,85053
19635,58043,61413
91415,77595,25856
64057,32319,50907
22321,90549,602
59305,88090,77065
25705,21156,45493
98934,4428,9490
46658,24894,613
20773,74789,50237
87241,22678,29223
58723,34637,49243
31442,28756,53982
50596,37642,41430
76052,33447,27646
46189,84944,34302
30274,18536,78713
94004,13762,98655
392,76849,14965
20193,69961,35007
52958,35479,60823
26994,97992,73133
52396,82941,73723
52468,67133,77726
14041,48086,67853
41764,81995,89364
66359,57376,70207
80364,32470,62771
24164,93628,13376
5542,73048,79181
85412,50325,79770
10876,86621,81317
71850,84674,80682
37437,28466,76049
6854,47051,43598
40737,91318,68873
79641,8833,61893
7332,65511,26436
88419,23624,75101
61764,97482,59915
69565,29138,3567
93507,75252,30244
94617,33014,50060
48424,82575,10118
17526,9812,17098
41631,115,91454
90919,78455,92058
78032,79536,94598
85824,57641,36751
32334,14166,85802
55718,23480,27920
85721,66055,19921
84704,49857,25709
56918,98331,28279
68606,58964,42608
30880,39629,88356
17785,18356,49801
36007,35696,27662
72449,59724,62308
86201,22420,33660
91060,95220,58807
4614,50966,52360
49876,10780,94377
89365,7488,61476
41681,21149,84147
65038,77941,42421
82491,68738,74970
88101,87487,76411
56844,50441,30486
43990,7280,58753
92307,23224,92146
24247,62621,52563
12473,12856,83986
50062,24516,71134
11821,84912,39508
15077,33607,25947
11725,27681,80528
41587,18355,59679
78093,55880,46473
8356,65839,19612
13314,63715,43702
99175,27204,69477
99069,4728,33179
90968,35501,3990
3884,13563,65012
232,21031,97142
70272,89004,23163
75212,72496,65028
62990,35757,13160
90453,52897,36437
53731,89414,45497
74717,16664,61295
23277,48328,35836
81789,1417,95120
70679,71652,14567
64376,27987,91376
24181,40532,6355
24295,11491,10348
80763,35103,29637
69831,3254,20891
87907,69500,6614
76662,75913,59022
73081,85275,78218
86932,36864,39276
36600,87075,53409
37631,13764,54232
97955,28496,20800
79369,67258,96376
32612,96703,267
1168,18426,45765
12806,52106,15551
91629,47410,52678
26884,84000,69908
45545,99221,93794
29089,58822,58770
5947,23070,47210
31105,95374,56391
856,39309,84171
4123,80299,60472
1303,34818,22751
76916,9358,52121
50324,4419,58330
47411,18197,30654
95287,72819,45075
88764,36298,37992
21516,4275,67428
55572,46748,39849
23466,42869,81516
68136,23613,71635
54416,95161,64277
18240,30137,47481
60850,34562,49468
8269,37569,50120
18843,18405,21000
50769,49278,46615
45966,13769,84832
21299,19880,26322
70398,26456,35612
89283,24612,8707
28673,64339,50374
12606,59535,79485
88825,80456,1205
48637,74179,24409
3468,40979,52988
14165,55638,44779
5051,29201,37165
28509,65828,60402
46527,83170,10561
42840,88754,55117
6230,34278,83939
61874,96954,43651
90278,23543,84853
43232,46017,94616
34543,44177,58635
78924,6264,22075
54952,18217,50570
36010,24143,57362
99386,30617,62384
56495,97233,39128
8855,17277,67941
27874,23324,72594
86846,58236,42705
26506,8543,92762
41181,89451,56765
47909,30913,18259
1347,39319,79664
72267,51577,77210
32559,22103,44555
75073,555,84272
39481,57706,60055
41630,96583,20126
48341,50637,65739
68271,3865,56748
97844,93255,48226
19121,83910,78969
87578,85892,43643
12534,75910,6054
81592,63899,44113
12924,32633,96808
30743,61245,23095
60598,36616,58117
90099,93666,88356
13982,59739,45473
43472,99449,55993
25746,31475,85497
69289,50789,78178
3151,18151,81221
62990,11703,49874
7296,99221,18421
94461,70624,15774
58402,92388,15916
82504,27617,45874
664,80634,54590
6082,7427,82532
94187,67733,75683
94756,60561,37128
16464,96245,73647
10265,82082,95864
45361,11902,19175
55072,56470,22859
40434,1312,84489
57076,58564,63861
6023,38775,55063
28496,65838,97220
21900,51556,39543
17008,51464,33175
9531,7196,40510
97743,75625,36262
68233,5708,65596
1488,53872,51712
37803,92313,62082
31701,52386,75465
17127,66173,60572
84558,91991,93189
38143,74634,33950
26511,91534,90088
71753,59233,48341
57096,65195,68243
21337,14399,18877
90692,2210,31706
97799,40313,1721
76663,82261,62937
43262,99843,58135
89892,31190,34484
1028,92388,30728
2234,19346,15580
97707,78122,32577
38030,1445,73932
83147,60188,68300
27451,89185,37421
95068,40347,13158
91761,6565,46191
39361,28244,59395
45116,59028,52003
80812,47502,62694
1027,17129,86654
38486,35043,97960
2555,95076,26468
80611,54383,37847
96218,61230,79474
64954,1647,46832
97903,50639,80549
3388,33863,642
63415,91453,32823
98696,3605,91435
44097,83774,24390
7641,85435,70403
13678,33565,34689
34599,97231,3179
5171,66719,13508
44675,59219,41086
86253,77628,28450
20710,85734,41930
50217,60550,15606
13503,55840,91760
81461,93489,98725
53094,76835,75669
97532,99763,93917
36785,99119,96359
60166,73899,66504
31686,93404,99045
14106,65209,90343
26472,69828,12770
46738,83488,67828
15048,72108,66327
32686,99370,75088
46387,52039,94361
32879,40946,92616
61415,396,22906
66376,31227,7224
57267,12550,85920
88196,39330,30122
23773,2619,13045
90348,33126,868
54629,35662,91454
79639,74130,49586
84397,39671,68760
70591,5034,84815
29868,44036,76229
18162,78595,22246
26184,40052,72582
59213,10470,1807
71427,18366,91216
36434,76491,48338
67321,69050,20716
50678,67685,2136
96441,97207,24726
97631,89068,74371
97487,14313,67482
72696,5414,56593
49415,75743,15555
3032,62554,73028
31186,89213,6906
57505,64427,62957
5000,41270,58805
61144,32698,60108
58399,44595,59935
92225,18642,42341
30254,82955,56655
48804,93302,78948
37348,7231,91873
78831,66555,44079
6718,78735,87997
62005,20292,11586
68966,63194,16399
89664,81898,44266
63429,5535,2541
55731,83244,67414
96375,37997,85683
2076,13698,49840
26949,57345,59434
69526,6871,53449
9950,31716,60167
39543,68051,31111
76527,501,45728
75198,36655,66708
47435,60481,10753
13803,64495,18470
93338,2635,42261
77086,56351,25637
18674,89985,80441
62459,67722,38740
62785,44111,89807
31567,16066,14951
38175,36006,36277
20088,35381,53043
72045,31815,34214
85867,22374,32609
95836,79837,96416
59326,65223,21123
13393,69148,5597
22605,4531,43547
33743,97417,5384
3298,65269,6312
25579,61986,10444
55936,35593,14385
48721,45064,74256
1751,84082,86519
15881,51042,38336
38575,28299,77072
59466,33352,40158
13879,4517,96300
31790,97555,38313
73314,84608,21197
71396,66095,11420
82575,32797,75752
38331,26078,39679
55665,88310,66955
29672,21614,98989
73177,69718,87126
19804,43173,19223
63151,17688,30989
87986,76034,9066
34387,92471,19804
92738,67641,42116
11598,74826,62935
33288,88079,71581
25884,75443,88151
42183,21424,40506
71685,80574,30268
83538,80826,28559
